Iteration	Posterior	Likelihood	Prior	TreeLength	OmegaCount	K	R	Pi[0]	Pi[1]	Pi[2]	Pi[3]	Pi[4]	Pi[5]	Pi[6]	Pi[7]	Pi[8]	Pi[9]	Pi[10]	Pi[11]	Pi[12]	Pi[13]	Pi[14]	Pi[15]	Pi[16]	Pi[17]	Pi[18]	Pi[19]	Pi[20]	Pi[21]	Pi[22]	Pi[23]	Pi[24]	Pi[25]	Pi[26]	Pi[27]	Pi[28]	Pi[29]	Pi[30]	Pi[31]	Pi[32]	Pi[33]	Pi[34]	Pi[35]	Pi[36]	Pi[37]	Pi[38]	Pi[39]	Pi[40]	Pi[41]	Pi[42]	Pi[43]	Pi[44]	Pi[45]	Pi[46]	Pi[47]	Pi[48]	Pi[49]	Pi[50]	Pi[51]	Pi[52]	Pi[53]	Pi[54]	Pi[55]	Pi[56]	Pi[57]	Pi[58]	Pi[59]	Pi[60]
3300	-6174.608465	-6857.192860	682.584395	29.722655	3.000000	1.529398	0.334752	0.014825	0.027602	0.041430	0.009667	0.012197	0.028739	0.006007	0.013051	0.003815	0.023571	0.012287	0.012928	0.002038	0.021761	0.013047	0.017624	0.008037	0.031260	0.018108	0.015169	0.007255	0.019044	0.003785	0.008043	0.004768	0.012672	0.003016	0.010835	0.002780	0.013294	0.046554	0.008661	0.018542	0.023248	0.020350	0.016472	0.011472	0.080300	0.009090	0.045654	0.014740	0.023077	0.005034	0.013409	0.002677	0.014900	0.026452	0.012576	0.011100	0.007808	0.015013	0.029755	0.002916	0.022194	0.023379	0.018305	0.008361	0.002247	0.029385	0.007763	0.009913
3400	-6178.640520	-6868.090496	689.449976	32.003994	3.000000	1.457118	0.309227	0.013349	0.028492	0.043802	0.007879	0.012344	0.029085	0.006080	0.013209	0.007146	0.023855	0.006694	0.015921	0.002063	0.022024	0.013204	0.016561	0.008634	0.043616	0.016639	0.017309	0.008745	0.020510	0.007321	0.008410	0.001204	0.008002	0.001715	0.009866	0.001508	0.013454	0.047115	0.007653	0.018300	0.027457	0.018360	0.015268	0.010673	0.070853	0.015548	0.054816	0.010270	0.023355	0.005095	0.013570	0.002307	0.023554	0.023844	0.009529	0.012332	0.008208	0.015194	0.023383	0.001379	0.022462	0.023726	0.007942	0.008462	0.002274	0.029471	0.007856	0.011103
3500	-6182.741711	-6889.620031	706.878320	31.783641	3.000000	1.377087	0.294174	0.016669	0.026095	0.044042	0.007922	0.004679	0.039035	0.006113	0.013281	0.006515	0.021988	0.012841	0.014280	0.001664	0.028716	0.014122	0.018347	0.007871	0.043493	0.018240	0.017404	0.007064	0.014107	0.005579	0.009504	0.008625	0.007491	0.003896	0.012668	0.001713	0.010860	0.028075	0.005341	0.016262	0.027608	0.020302	0.015352	0.010731	0.069659	0.014038	0.053868	0.013177	0.023483	0.005123	0.016780	0.002319	0.024928	0.031756	0.009452	0.007622	0.008145	0.013333	0.023511	0.001524	0.014289	0.023856	0.009689	0.007801	0.002132	0.033518	0.007899	0.013602
3600	-6186.502995	-6894.727115	708.224120	30.863569	3.000000	1.352377	0.271771	0.014721	0.026687	0.048759	0.008102	0.006231	0.039920	0.006252	0.015226	0.006690	0.025416	0.012604	0.014604	0.001702	0.029367	0.014442	0.011643	0.013991	0.044480	0.014685	0.017799	0.007225	0.018214	0.005705	0.009720	0.008821	0.010222	0.003985	0.012955	0.001752	0.010189	0.028712	0.006141	0.014694	0.028234	0.020763	0.015700	0.010975	0.067242	0.010698	0.048218	0.013476	0.024015	0.005030	0.017161	0.002372	0.019464	0.021353	0.009666	0.006096	0.006517	0.016221	0.024044	0.001559	0.018886	0.023261	0.013898	0.007977	0.002181	0.034278	0.005154	0.013910
3700	-6197.327948	-6873.865500	676.537552	32.427538	3.000000	1.456088	0.159011	0.013030	0.021334	0.048038	0.011066	0.009426	0.037599	0.001079	0.019478	0.003725	0.032528	0.008178	0.009204	0.001603	0.025944	0.015042	0.011978	0.013177	0.038699	0.025103	0.013051	0.006805	0.013851	0.005720	0.009147	0.002354	0.009939	0.003333	0.008056	0.003187	0.010879	0.040441	0.005784	0.021881	0.026592	0.017387	0.016632	0.010245	0.078219	0.010958	0.045414	0.014888	0.029074	0.004364	0.011296	0.002234	0.018332	0.028518	0.011443	0.006060	0.007546	0.009630	0.028123	0.003325	0.021074	0.021441	0.010622	0.007208	0.000792	0.032285	0.009459	0.016179
3800	-6169.257988	-6866.332229	697.074241	37.708590	3.000000	1.704377	0.260819	0.012886	0.029138	0.038359	0.010225	0.009322	0.040200	0.005492	0.015274	0.003684	0.030510	0.008088	0.017572	0.001585	0.022178	0.014356	0.015432	0.007886	0.033894	0.014412	0.014251	0.006730	0.013699	0.002071	0.009046	0.002929	0.011727	0.003296	0.009549	0.004671	0.012056	0.038530	0.005720	0.021640	0.029736	0.028461	0.019356	0.010132	0.077357	0.010837	0.060689	0.014724	0.028753	0.007010	0.015890	0.002209	0.016407	0.022534	0.007889	0.012219	0.009137	0.009524	0.027813	0.003289	0.013841	0.010552	0.015160	0.006070	0.002277	0.030108	0.005615	0.016001
3900	-6166.301274	-6863.074425	696.773152	34.530693	3.000000	1.757392	0.266588	0.012727	0.021335	0.038357	0.007163	0.013128	0.027645	0.005261	0.014631	0.005739	0.031056	0.005662	0.012605	0.001518	0.023698	0.020216	0.012257	0.010948	0.031370	0.013573	0.013651	0.007801	0.013893	0.005276	0.010815	0.001556	0.011516	0.003005	0.006172	0.003345	0.016304	0.055495	0.007757	0.016302	0.028486	0.021421	0.018542	0.008696	0.078793	0.009948	0.056589	0.018917	0.024932	0.006715	0.014897	0.001910	0.018721	0.030376	0.010262	0.012496	0.009061	0.011101	0.026644	0.003151	0.019932	0.010108	0.014523	0.005815	0.000834	0.033510	0.010158	0.011684
4000	-6187.844909	-6884.008953	696.164044	32.944681	3.000000	1.597208	0.197527	0.014499	0.019136	0.039649	0.007083	0.006847	0.038643	0.002190	0.014660	0.005675	0.030710	0.005599	0.004383	0.001501	0.023434	0.018520	0.012120	0.010826	0.031020	0.023651	0.015513	0.006935	0.017095	0.006086	0.010694	0.004046	0.014107	0.002971	0.005476	0.003308	0.016122	0.044897	0.007671	0.016175	0.034776	0.021182	0.018335	0.015889	0.074217	0.009837	0.055255	0.017646	0.021553	0.007641	0.014731	0.003691	0.018512	0.029730	0.010148	0.007338	0.008960	0.008865	0.026347	0.003115	0.016048	0.015796	0.014361	0.007944	0.002101	0.033136	0.010045	0.011554
4100	-6164.725626	-6859.397447	694.671821	33.377334	3.000000	1.878999	0.233650	0.011553	0.020693	0.039180	0.007680	0.008839	0.036298	0.002164	0.017157	0.006427	0.027622	0.010154	0.011515	0.003777	0.028453	0.015988	0.015388	0.010068	0.046532	0.023371	0.014497	0.011919	0.015700	0.002097	0.010568	0.003998	0.006381	0.002936	0.012894	0.003269	0.014948	0.044367	0.007580	0.015994	0.029367	0.021686	0.018118	0.008142	0.074286	0.012374	0.049210	0.011436	0.026339	0.007551	0.012592	0.003647	0.018293	0.030057	0.010028	0.004887	0.007563	0.009309	0.022561	0.003050	0.014669	0.019192	0.011811	0.007851	0.002449	0.028032	0.011897	0.013594
4200	-6185.054379	-6879.981557	694.927178	34.691833	3.000000	1.823773	0.183284	0.010988	0.021666	0.040167	0.007158	0.010885	0.036819	0.002058	0.016316	0.006113	0.020938	0.008796	0.011143	0.003592	0.022609	0.015205	0.016433	0.009158	0.044253	0.022226	0.015903	0.008385	0.014931	0.007359	0.010448	0.002176	0.014293	0.002491	0.011926	0.002583	0.011394	0.057467	0.007209	0.015210	0.025822	0.020624	0.017231	0.012821	0.075502	0.011768	0.045623	0.010876	0.028422	0.005230	0.011975	0.003469	0.013111	0.028585	0.009537	0.004648	0.007193	0.011944	0.028705	0.005047	0.017679	0.023818	0.010094	0.006901	0.000245	0.030490	0.011315	0.013025
4300	-6177.281840	-6866.352689	689.070849	32.221964	3.000000	1.805296	0.321134	0.012084	0.023828	0.044176	0.009481	0.009816	0.037429	0.005167	0.012718	0.006723	0.031118	0.009674	0.010491	0.003950	0.024865	0.013718	0.018236	0.008016	0.018759	0.024445	0.012652	0.007973	0.015604	0.004679	0.014743	0.002547	0.008979	0.004921	0.013116	0.002837	0.012531	0.050412	0.008056	0.016928	0.023898	0.022682	0.012668	0.012967	0.083037	0.012943	0.050176	0.011337	0.028176	0.005752	0.013171	0.003815	0.018258	0.029848	0.009614	0.011407	0.006649	0.013136	0.027788	0.007633	0.019443	0.014758	0.004829	0.008615	0.000135	0.027094	0.008148	0.011354
4400	-6182.688624	-6874.510615	691.821991	30.355578	3.000000	1.613188	0.309793	0.014693	0.022954	0.042555	0.008222	0.016055	0.044510	0.004977	0.012252	0.006476	0.029977	0.004260	0.014099	0.004056	0.023953	0.015701	0.017567	0.012387	0.031620	0.011613	0.012187	0.007120	0.016681	0.003061	0.010770	0.002454	0.009782	0.003888	0.013627	0.002733	0.012071	0.048563	0.005313	0.015702	0.023452	0.021850	0.013604	0.012491	0.063968	0.009068	0.051635	0.014659	0.023870	0.005541	0.016302	0.003675	0.017589	0.029499	0.009288	0.010988	0.005022	0.012542	0.024741	0.008102	0.018730	0.020611	0.013910	0.011349	0.000775	0.031553	0.007098	0.016211
4500	-6184.140714	-6870.206665	686.065951	33.080880	3.000000	1.380660	0.256731	0.014976	0.026184	0.046429	0.007572	0.016364	0.050504	0.003692	0.016441	0.004373	0.023537	0.010363	0.014371	0.004134	0.021695	0.016005	0.016804	0.012626	0.032231	0.011837	0.012423	0.006592	0.010434	0.003141	0.007479	0.002320	0.009971	0.003963	0.008840	0.002785	0.012988	0.035998	0.005416	0.016005	0.023905	0.022271	0.021970	0.009431	0.077697	0.012153	0.052632	0.014942	0.027005	0.006092	0.017918	0.003414	0.017928	0.026047	0.008951	0.008875	0.004315	0.008535	0.025218	0.008259	0.019092	0.021009	0.014178	0.008927	0.000790	0.026194	0.007235	0.016524
4600	-6173.699658	-6869.982258	696.282600	32.438605	3.000000	1.507995	0.293091	0.015609	0.027290	0.033068	0.009736	0.017056	0.036162	0.003057	0.017135	0.004558	0.024532	0.010801	0.015452	0.000721	0.022612	0.020386	0.013130	0.009031	0.029595	0.020150	0.017506	0.006870	0.012055	0.005447	0.009123	0.003178	0.010392	0.004130	0.009214	0.003428	0.013537	0.039716	0.005645	0.021105	0.018590	0.023212	0.019234	0.010778	0.080980	0.012459	0.049384	0.015573	0.028147	0.006349	0.018676	0.003558	0.016894	0.027147	0.009401	0.009079	0.008524	0.013707	0.026284	0.009820	0.016419	0.021896	0.005988	0.009304	0.000816	0.025443	0.007541	0.013368
4700	-6162.809690	-6851.975373	689.165683	34.455587	3.000000	1.519963	0.321388	0.012483	0.027555	0.039728	0.010531	0.013384	0.035140	0.002971	0.013553	0.004429	0.027968	0.010495	0.012333	0.001477	0.021972	0.018295	0.011321	0.012133	0.039194	0.013324	0.017011	0.007341	0.021524	0.003948	0.009875	0.003615	0.010098	0.003272	0.006631	0.003331	0.013154	0.037495	0.007455	0.020509	0.028508	0.022556	0.019695	0.015425	0.081977	0.011782	0.055132	0.010930	0.020631	0.006169	0.018148	0.003458	0.016417	0.026380	0.009136	0.010490	0.008283	0.008333	0.022904	0.003910	0.020094	0.021277	0.006864	0.010500	0.002921	0.024723	0.005005	0.014810
4800	-6185.553640	-6839.257414	653.703774	33.954285	3.000000	1.395049	0.256606	0.017165	0.026642	0.046832	0.010181	0.012940	0.033975	0.002872	0.013104	0.009486	0.031298	0.008408	0.011924	0.001428	0.021244	0.010632	0.017352	0.010646	0.043259	0.016611	0.012955	0.011207	0.012217	0.002706	0.009547	0.006125	0.010277	0.004402	0.006411	0.002895	0.012718	0.036252	0.006242	0.017875	0.027563	0.030402	0.019042	0.014914	0.079259	0.012828	0.046441	0.011007	0.022393	0.005965	0.012166	0.003299	0.015872	0.035176	0.011493	0.009498	0.008008	0.008057	0.017887	0.003780	0.017153	0.025903	0.010010	0.008117	0.001953	0.023904	0.005765	0.014318
4900	-6198.950836	-6840.616371	641.665535	32.419484	3.000000	1.613650	0.191853	0.017612	0.035006	0.040960	0.010446	0.010755	0.034248	0.002947	0.013445	0.009733	0.028796	0.008627	0.012235	0.002718	0.030931	0.017865	0.017804	0.010924	0.034741	0.017043	0.013292	0.006610	0.012770	0.005696	0.009796	0.002354	0.010545	0.004517	0.005943	0.002970	0.013049	0.037195	0.006404	0.020959	0.024260	0.031193	0.014157	0.013101	0.081222	0.013162	0.044669	0.011293	0.022975	0.006120	0.014411	0.002251	0.016286	0.035863	0.011792	0.011527	0.008217	0.008266	0.022371	0.003879	0.015489	0.010346	0.010270	0.006382	0.001240	0.026860	0.008770	0.014691
5000	-6196.430779	-6849.808818	653.378039	33.789659	3.000000	1.463300	0.176659	0.017996	0.035769	0.046278	0.010674	0.011803	0.034995	0.002411	0.012695	0.006395	0.029423	0.007509	0.014061	0.001971	0.023161	0.016740	0.010582	0.011162	0.035498	0.015564	0.011688	0.005160	0.013049	0.004338	0.010009	0.004000	0.011007	0.004615	0.008668	0.003035	0.013334	0.046357	0.005462	0.019544	0.017596	0.033139	0.017554	0.011015	0.083805	0.013411	0.047466	0.009124	0.033370	0.006253	0.014725	0.002300	0.016837	0.021671	0.012049	0.011778	0.007001	0.008447	0.028366	0.003963	0.017460	0.010571	0.010494	0.006636	0.001374	0.027446	0.008833	0.012366
5100	-6241.900482	-6874.229833	632.329351	34.654311	3.000000	1.436948	0.151254	0.018250	0.031340	0.046929	0.010824	0.012013	0.031139	0.003870	0.014054	0.002702	0.029838	0.012063	0.015010	0.002900	0.017034	0.016975	0.010731	0.012589	0.034354	0.015783	0.008669	0.006624	0.013233	0.004399	0.006899	0.004057	0.011162	0.004680	0.010567	0.003078	0.014366	0.047010	0.004938	0.019819	0.021237	0.024826	0.018123	0.011170	0.082600	0.013600	0.046555	0.013612	0.033840	0.006342	0.021073	0.002418	0.017409	0.021976	0.012218	0.008766	0.009671	0.008629	0.028765	0.002470	0.019364	0.010720	0.009944	0.007755	0.001292	0.027832	0.008957	0.010940
5200	-6197.105001	-6854.194309	657.089308	31.575195	3.000000	1.612522	0.219976	0.014182	0.025974	0.046108	0.009969	0.005938	0.036777	0.001411	0.011525	0.013385	0.029128	0.011776	0.013097	0.003480	0.024344	0.016572	0.014365	0.007774	0.031439	0.018414	0.008450	0.009158	0.012918	0.004294	0.006885	0.003960	0.010896	0.003894	0.009811	0.003004	0.013932	0.045893	0.006872	0.017923	0.020732	0.019959	0.013767	0.011676	0.076529	0.014885	0.056309	0.013326	0.031957	0.006191	0.019185	0.003225	0.016995	0.035042	0.011928	0.008558	0.009254	0.011659	0.028081	0.002411	0.015110	0.011494	0.010502	0.008669	0.000413	0.027171	0.005789	0.015630
5300	-6207.128051	-6856.034148	648.906097	34.753259	3.000000	1.480783	0.240186	0.013921	0.031054	0.031590	0.006707	0.009365	0.035601	0.004364	0.014110	0.008247	0.028881	0.012690	0.015751	0.003524	0.023778	0.011989	0.014087	0.005821	0.030682	0.018076	0.014816	0.007829	0.014007	0.007110	0.010626	0.003961	0.010593	0.001797	0.010662	0.002949	0.014729	0.040458	0.006079	0.017069	0.029411	0.025066	0.023361	0.013078	0.074106	0.013435	0.055273	0.013081	0.028943	0.005904	0.019056	0.003165	0.022921	0.025682	0.006403	0.008400	0.005249	0.013799	0.025976	0.002367	0.019525	0.014462	0.010309	0.007317	0.000937	0.026671	0.011046	0.012132
5400	-6196.193664	-6853.138112	656.944448	31.868702	3.000000	1.640122	0.201939	0.013697	0.030424	0.042430	0.010361	0.009130	0.035028	0.004142	0.010653	0.005432	0.027235	0.006105	0.015377	0.003467	0.018343	0.024508	0.013659	0.014542	0.046210	0.020746	0.014431	0.005364	0.010791	0.005256	0.010455	0.002017	0.016278	0.002841	0.008210	0.002902	0.011291	0.037206	0.005302	0.023409	0.028938	0.022293	0.015546	0.012868	0.070079	0.009153	0.049142	0.012871	0.028477	0.003647	0.018749	0.004142	0.021493	0.025269	0.006300	0.013608	0.009007	0.010926	0.020963	0.001387	0.019750	0.014229	0.011923	0.009081	0.000378	0.026241	0.010868	0.015431
5500	-6196.795604	-6826.891404	630.095801	32.876417	3.000000	1.536909	0.201730	0.013370	0.027480	0.041851	0.010834	0.005607	0.035324	0.003390	0.014432	0.007927	0.028152	0.009379	0.016151	0.003625	0.023308	0.012110	0.014283	0.015206	0.035102	0.017843	0.012276	0.007743	0.009905	0.003080	0.011136	0.003297	0.010127	0.002970	0.011912	0.003553	0.012619	0.050663	0.008875	0.025263	0.021902	0.023311	0.022362	0.015822	0.067173	0.009476	0.045131	0.015251	0.026042	0.003814	0.013165	0.002726	0.022474	0.034581	0.010791	0.014229	0.007639	0.010693	0.029484	0.001450	0.013609	0.017913	0.006324	0.008222	0.000395	0.020133	0.010959	0.016136
5600	-6195.736488	-6862.152551	666.416063	32.816004	3.000000	1.543331	0.201222	0.013361	0.029220	0.042156	0.017043	0.005603	0.035095	0.003015	0.016209	0.007921	0.027607	0.007937	0.019476	0.003623	0.023292	0.012101	0.012475	0.011013	0.035077	0.019496	0.016546	0.007737	0.018059	0.005685	0.011128	0.002075	0.006324	0.001493	0.011903	0.003550	0.011168	0.051456	0.005223	0.022069	0.021887	0.021543	0.021333	0.012130	0.074323	0.007770	0.045100	0.014242	0.028752	0.004682	0.023325	0.002724	0.023550	0.026985	0.010783	0.014220	0.005683	0.009827	0.025478	0.001449	0.009960	0.012663	0.004674	0.012728	0.000799	0.024364	0.008983	0.013904
5700	-6203.063607	-6842.015538	638.951931	29.954973	3.000000	1.401351	0.221502	0.013459	0.022874	0.041313	0.010486	0.008811	0.034455	0.002921	0.013884	0.009858	0.027810	0.007511	0.013722	0.003649	0.023463	0.012190	0.012566	0.012561	0.040663	0.020177	0.015309	0.005128	0.014230	0.003803	0.009675	0.003767	0.011293	0.002703	0.010642	0.002544	0.011250	0.051833	0.009079	0.023587	0.022546	0.026738	0.019459	0.008862	0.068267	0.008619	0.043125	0.011390	0.028963	0.004716	0.020106	0.002659	0.023723	0.027183	0.009947	0.014056	0.013257	0.008408	0.022435	0.004289	0.016173	0.020129	0.011173	0.007105	0.000805	0.026723	0.008126	0.013803
5800	-6203.795196	-6856.967895	653.172700	30.409293	3.000000	1.358003	0.226345	0.013173	0.034024	0.040434	0.010263	0.007112	0.029249	0.002859	0.014625	0.005220	0.032304	0.006406	0.011133	0.004498	0.026391	0.020107	0.014651	0.010038	0.036679	0.019748	0.012788	0.006047	0.013927	0.003605	0.014508	0.001726	0.012027	0.001924	0.011905	0.001543	0.014803	0.046178	0.008886	0.024974	0.022066	0.028825	0.018171	0.011441	0.065826	0.009382	0.042208	0.011147	0.019568	0.004616	0.019679	0.002904	0.023219	0.026605	0.010936	0.011937	0.012975	0.017431	0.021958	0.003892	0.015829	0.019701	0.008229	0.009562	0.000788	0.026155	0.007953	0.013241
5900	-6229.741914	-6857.217207	627.475292	33.003301	3.000000	1.182248	0.168759	0.014343	0.021826	0.046577	0.010553	0.007313	0.034786	0.002940	0.012476	0.006801	0.025725	0.006587	0.013056	0.003572	0.027136	0.014752	0.015065	0.012918	0.037715	0.016625	0.013150	0.006217	0.014320	0.003707	0.007932	0.001775	0.012366	0.001978	0.007163	0.005757	0.015220	0.047482	0.009137	0.021159	0.022550	0.026067	0.018895	0.010674	0.067685	0.009647	0.047312	0.017021	0.019835	0.005518	0.020234	0.002986	0.018566	0.027356	0.011069	0.012274	0.011789	0.019340	0.027277	0.001618	0.024086	0.023594	0.008951	0.007077	0.000810	0.018773	0.008178	0.012691
6000	-6222.528134	-6856.187759	633.659625	29.898599	3.000000	1.411035	0.194113	0.014262	0.021810	0.046545	0.007083	0.010226	0.032194	0.008220	0.012468	0.005433	0.024553	0.005433	0.017078	0.003570	0.024122	0.011058	0.013158	0.010139	0.039920	0.016614	0.010343	0.012031	0.018252	0.005614	0.012193	0.003711	0.012150	0.001977	0.007158	0.005753	0.016467	0.047449	0.009131	0.020024	0.027046	0.019352	0.018882	0.015532	0.072065	0.009033	0.048908	0.009406	0.020537	0.007628	0.020336	0.002693	0.018553	0.028510	0.013028	0.015706	0.005113	0.014189	0.022992	0.001617	0.024393	0.016697	0.011827	0.004839	0.001372	0.021239	0.008172	0.014196
6100	-6192.530026	-6832.489054	639.959029	33.089040	3.000000	1.529079	0.206570	0.014557	0.023875	0.044258	0.009751	0.010438	0.029633	0.003115	0.018562	0.009853	0.029956	0.010578	0.008939	0.001490	0.024621	0.011883	0.015169	0.010349	0.025751	0.020554	0.010557	0.007563	0.013489	0.003954	0.011385	0.003788	0.012054	0.002017	0.011375	0.003670	0.013823	0.050100	0.006531	0.023491	0.027606	0.025707	0.019273	0.012763	0.073556	0.012527	0.048405	0.010223	0.026762	0.005995	0.014275	0.002749	0.018937	0.029899	0.009400	0.017662	0.005218	0.015956	0.023467	0.004179	0.016509	0.011697	0.012072	0.007690	0.001400	0.026111	0.008341	0.014490
6200	-6172.145113	-6836.359995	664.214882	35.842030	3.000000	1.450595	0.211166	0.013612	0.021924	0.033202	0.009981	0.006248	0.040164	0.003189	0.018999	0.010085	0.030218	0.009015	0.013371	0.001525	0.025200	0.013439	0.016759	0.013621	0.033347	0.020643	0.010628	0.007742	0.013626	0.005997	0.011653	0.002903	0.012714	0.002065	0.016597	0.003405	0.014149	0.047522	0.006684	0.024044	0.026705	0.030227	0.022883	0.011439	0.075287	0.010457	0.048156	0.009315	0.021607	0.006349	0.017472	0.003002	0.019383	0.025644	0.011274	0.010660	0.008663	0.007380	0.024020	0.004277	0.016898	0.013364	0.007330	0.008044	0.000695	0.024284	0.008538	0.012379
6300	-6203.185643	-6854.880349	651.694706	32.991594	3.000000	1.436608	0.356089	0.013336	0.036586	0.040319	0.008167	0.006121	0.030118	0.001272	0.018614	0.004219	0.033059	0.004680	0.013100	0.003847	0.024690	0.016642	0.016125	0.006751	0.032672	0.020225	0.015661	0.007585	0.013350	0.006112	0.008853	0.002453	0.009734	0.002023	0.010131	0.003124	0.010950	0.046560	0.006822	0.021312	0.020874	0.029615	0.022420	0.011564	0.073763	0.010245	0.052419	0.009836	0.021170	0.006221	0.016881	0.002941	0.015355	0.024075	0.011045	0.010444	0.008487	0.013890	0.034546	0.004191	0.016556	0.013094	0.010389	0.010383	0.000681	0.035912	0.008365	0.009426
6400	-6206.783779	-6864.066403	657.282624	32.070838	3.000000	1.479037	0.312369	0.013407	0.036778	0.040531	0.008210	0.008766	0.030100	0.001279	0.015548	0.004241	0.034632	0.007695	0.011504	0.003867	0.023082	0.018822	0.014573	0.008717	0.039284	0.023117	0.015744	0.007625	0.013420	0.003487	0.007919	0.002466	0.011345	0.002034	0.006337	0.003140	0.011008	0.052973	0.007291	0.021424	0.020984	0.029771	0.021878	0.011625	0.074152	0.010790	0.052695	0.009887	0.021281	0.006254	0.016970	0.002957	0.015435	0.021542	0.011103	0.010499	0.006931	0.013963	0.034728	0.004213	0.018643	0.013163	0.006228	0.005852	0.001280	0.027192	0.010565	0.009052
6500	-6181.762351	-6882.492003	700.729652	29.374222	3.000000	1.632028	0.345460	0.014129	0.021125	0.042713	0.011830	0.009238	0.031721	0.001600	0.015564	0.004469	0.024091	0.010477	0.012123	0.004075	0.023376	0.017165	0.014537	0.008959	0.041399	0.016075	0.016026	0.008035	0.014143	0.005483	0.008023	0.002598	0.012166	0.003442	0.012052	0.003765	0.011601	0.055825	0.005087	0.022018	0.024290	0.021496	0.021450	0.012251	0.073283	0.012757	0.050992	0.014302	0.018823	0.006590	0.013893	0.003116	0.023331	0.026512	0.011701	0.014355	0.009377	0.014715	0.020450	0.004109	0.019647	0.017613	0.008179	0.006968	0.001817	0.022376	0.011134	0.009540
6600	-6212.682600	-6868.832300	656.149699	33.644624	3.000000	1.444592	0.311724	0.015898	0.026165	0.043662	0.011733	0.006623	0.028114	0.004290	0.007670	0.007645	0.027470	0.008479	0.013709	0.004042	0.032454	0.017024	0.015044	0.010915	0.037437	0.019904	0.012347	0.005400	0.012821	0.004837	0.007957	0.002499	0.012066	0.002751	0.011953	0.004130	0.014003	0.056082	0.006211	0.022638	0.020854	0.026847	0.021274	0.012972	0.079532	0.012652	0.050574	0.014185	0.018669	0.006536	0.017387	0.003090	0.012825	0.026294	0.006315	0.014237	0.009300	0.008499	0.025495	0.004077	0.017175	0.017957	0.005621	0.006911	0.002811	0.023435	0.011043	0.009461
6700	-6163.199908	-6856.503684	693.303776	31.880701	3.000000	1.559460	0.363364	0.015415	0.025369	0.046811	0.011072	0.005740	0.027572	0.004160	0.013405	0.007412	0.026634	0.009899	0.014112	0.002651	0.034124	0.014918	0.014587	0.011425	0.027229	0.021230	0.017643	0.008298	0.012041	0.004690	0.010027	0.002423	0.009785	0.002668	0.006532	0.004004	0.014898	0.054376	0.005588	0.020279	0.022318	0.024031	0.015282	0.011506	0.078504	0.009004	0.049550	0.010955	0.034665	0.006337	0.016858	0.002996	0.011010	0.026176	0.009031	0.013803	0.009017	0.012515	0.030569	0.003132	0.016652	0.020730	0.005509	0.006172	0.002726	0.023958	0.009392	0.010586
6800	-6207.624136	-6861.869526	654.245390	33.944225	3.000000	1.380824	0.261765	0.018570	0.026698	0.039044	0.009924	0.005484	0.029016	0.007110	0.014108	0.006738	0.027467	0.010418	0.013085	0.003089	0.030262	0.011632	0.013136	0.012024	0.032700	0.014465	0.015749	0.008091	0.013218	0.006806	0.010089	0.001888	0.006343	0.003060	0.006771	0.004214	0.014680	0.046516	0.005881	0.019159	0.023487	0.030374	0.013654	0.012109	0.075100	0.013281	0.048282	0.011529	0.040082	0.006307	0.020263	0.001370	0.015475	0.027548	0.009504	0.007475	0.007791	0.013171	0.031497	0.002744	0.013718	0.015083	0.015937	0.008285	0.001994	0.029392	0.006804	0.010307
6900	-6186.325855	-6858.952570	672.626716	33.137836	3.000000	1.406181	0.280107	0.015473	0.027557	0.040946	0.013515	0.004409	0.030430	0.007183	0.014795	0.006951	0.028805	0.005613	0.020160	0.003239	0.028171	0.019192	0.013320	0.008373	0.034432	0.020472	0.016516	0.005384	0.016316	0.003754	0.010835	0.001980	0.006652	0.003209	0.007101	0.004420	0.010610	0.048782	0.006479	0.023306	0.024632	0.030430	0.014319	0.009527	0.067541	0.013724	0.055106	0.012091	0.021920	0.006614	0.012556	0.001437	0.016229	0.026741	0.013322	0.007839	0.008171	0.009040	0.031416	0.002878	0.016805	0.015723	0.014508	0.005029	0.003054	0.030824	0.008158	0.011991
7000	-6207.348346	-6867.893348	660.545001	31.966260	3.000000	1.577139	0.139187	0.018736	0.027070	0.036730	0.009023	0.010883	0.032161	0.007056	0.009992	0.007572	0.028296	0.011175	0.022451	0.003162	0.022706	0.014651	0.014155	0.009705	0.041331	0.018446	0.016062	0.004781	0.011951	0.003249	0.006722	0.002579	0.010231	0.002590	0.010592	0.004341	0.019486	0.047920	0.010285	0.017739	0.023292	0.023055	0.014066	0.009359	0.083651	0.010862	0.054132	0.011479	0.024315	0.006274	0.014780	0.001411	0.015943	0.026268	0.013086	0.007701	0.008507	0.011903	0.018558	0.002498	0.017007	0.014598	0.014251	0.006997	0.003000	0.028124	0.008984	0.012074
7100	-6198.888450	-6842.635175	643.746724	32.200827	3.000000	1.268317	0.239005	0.018892	0.029728	0.042962	0.010542	0.010974	0.034669	0.002818	0.010076	0.005640	0.028532	0.009901	0.011197	0.001773	0.018217	0.015900	0.015340	0.009786	0.041676	0.013081	0.015270	0.009730	0.012051	0.003898	0.006474	0.002384	0.012541	0.001769	0.008854	0.003868	0.013924	0.048321	0.008667	0.017862	0.023487	0.023248	0.014183	0.009437	0.074316	0.012443	0.059748	0.011575	0.025445	0.006326	0.014903	0.004768	0.016076	0.027651	0.013196	0.008686	0.008578	0.009121	0.028763	0.002519	0.020560	0.017366	0.014370	0.007055	0.003025	0.026848	0.007706	0.011286
